month,year,usage,usage_normal,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester
2,2560,1727,0.0415,2483.00,0.0000,5,0.0000,28,0.4286,1
3,2560,1690,0.0403,2483.00,0.0000,5,0.0000,30,0.7143,1
4,2560,1342,0.0286,2483.00,0.0000,5,0.0000,31,0.8571,1
5,2560,1359,0.0291,2483.00,0.0000,5,0.0000,30,0.7143,1
6,2560,1369,0.0295,2483.00,0.0000,5,0.0000,29,0.5714,0
7,2560,1326,0.0280,2483.00,0.0000,5,0.0000,29,0.5714,0
8,2560,1346,0.0287,2483.00,0.0000,5,0.0000,29,0.5714,1
9,2560,1354,0.0290,2483.00,0.0000,5,0.0000,29,0.5714,1
10,2560,1388,0.0301,2483.00,0.0000,5,0.0000,28,0.4286,1
11,2560,1597,0.0372,2483.00,0.0000,5,0.0000,28,0.4286,1
12,2560,1442,0.0319,2483.00,0.0000,5,0.0000,26,0.1429,1
1,2561,1592,0.0370,2483.00,0.0000,5,0.0000,27,0.2857,1
2,2561,1534,0.0350,2483.00,0.0000,5,0.0000,27,0.2857,1
3,2561,1345,0.0287,2483.00,0.0000,5,0.0000,29,0.5714,1
4,2561,1446,0.0321,2483.00,0.0000,5,0.0000,29,0.5714,1
1,2556,13475,0.4381,4179.78,0.1102,5,0.0000,28,0.4286,1
2,2556,13471,0.4379,4179.78,0.1102,5,0.0000,30,0.7143,1
3,2556,10878,0.3504,4179.78,0.1102,5,0.0000,31,0.8571,0
4,2556,8733,0.2780,4179.78,0.1102,5,0.0000,32,1.0000,0
5,2556,8909,0.2840,4179.78,0.1102,5,0.0000,32,1.0000,0
6,2556,12522,0.4059,4179.78,0.1102,5,0.0000,30,0.7143,1
7,2556,12522,0.4059,4179.78,0.1102,5,0.0000,30,0.7143,1
8,2556,7834,0.2477,4179.78,0.1102,5,0.0000,30,0.7143,1
9,2556,12479,0.4044,4179.78,0.1102,5,0.0000,29,0.5714,1
10,2556,10620,0.3417,4179.78,0.1102,5,0.0000,29,0.5714,0
11,2556,12037,0.3895,4179.78,0.1102,5,0.0000,30,0.7143,1
12,2556,12000,0.3883,4179.78,0.1102,5,0.0000,25,0.0000,1
1,2557,9071,0.2894,4179.78,0.1102,5,0.0000,25,0.0000,1
2,2557,9978,0.3200,4179.78,0.1102,5,0.0000,28,0.4286,1
3,2557,9978,0.3200,4179.78,0.1102,5,0.0000,30,0.7143,1
