month,year,usage,usage_normal,area,area_normal,floor,floor_normal,avgTemp,avgTemp_normal,semester
7,2560,21000,0.0875,4334.93,0.1846,5,0.0541,29,0.5714,0
8,2560,35400,0.1475,4334.93,0.1846,5,0.0541,29,0.5714,1
9,2560,27000,0.1125,4334.93,0.1846,5,0.0541,29,0.5714,1
10,2560,28800,0.1200,4334.93,0.1846,5,0.0541,28,0.4286,1
11,2560,18000,0.0750,4334.93,0.1846,5,0.0541,28,0.4286,1
12,2560,15600,0.0650,4334.93,0.1846,5,0.0541,26,0.1429,1
1,2558,7238,0.0302,1457.42,0.0605,4,0.0405,26,0.1429,1
2,2558,7019,0.0292,1457.42,0.0605,4,0.0405,28,0.4286,1
3,2558,7710,0.0321,1457.42,0.0605,4,0.0405,30,0.7143,1
4,2558,9230,0.0385,1457.42,0.0605,4,0.0405,30,0.7143,1
5,2558,10790,0.0450,1457.42,0.0605,4,0.0405,31,0.8571,1
6,2558,8096,0.0337,1457.42,0.0605,4,0.0405,30,0.7143,0
